start,P_or_T_above,time_until_peak,time_until_trough,peaks_above,troughs_above
14947,False,16,2,0,0
14948,False,15,1,0,0
14949,False,14,22,0,0
14950,False,13,21,0,0
14951,False,12,20,0,0
14952,False,11,19,0,0
14953,False,10,18,0,0
14954,False,9,17,0,0
14955,False,8,16,0,0
14956,False,7,15,0,0
14957,False,6,14,0,0
14958,False,5,13,0,0
14959,False,4,12,0,0
14960,False,3,11,0,0
14961,False,2,10,0,0
14962,False,1,9,0,0
14963,False,16,8,0,0
14964,False,15,7,0,0
14965,False,14,6,0,0
14966,False,13,5,0,0
14967,False,12,4,0,0
14968,False,11,3,0,0
14969,False,10,2,0,0
14970,False,9,1,0,0
14971,False,8,16,0,0
14972,False,7,15,0,0
14973,False,6,14,0,0
14974,False,5,13,0,0
14975,False,4,12,0,0
14976,False,3,11,0,0
14977,False,2,10,0,0
14978,False,1,9,0,0
14979,False,15,8,0,0
14980,False,14,7,0,0
14981,False,13,6,0,0
14982,False,12,5,0,0
14983,False,11,4,0,0
14984,False,10,3,0,0
14985,False,9,2,0,0
14986,False,8,1,0,0
14987,False,7,14,0,0
14988,False,6,13,0,0
14989,False,5,12,0,0
14990,False,4,11,0,0
14991,False,3,10,0,0
14992,False,2,9,0,0
14993,False,1,8,0,0
14994,False,14,7,0,0
14995,False,13,6,0,0
14996,False,12,5,0,0
14997,False,11,4,0,0
14998,False,10,3,0,0
14999,False,9,2,0,0
15000,False,8,1,0,0
15001,False,7,15,0,0
15002,False,6,14,0,0
15003,False,5,13,0,0
15004,False,4,12,0,0
15005,False,3,11,0,0
15006,False,2,10,0,0
15007,False,1,9,0,0
15008,False,16,8,0,0
15009,False,15,7,0,0
15010,False,14,6,0,0
15011,False,13,5,0,0
15012,False,12,4,0,0
15013,False,11,3,0,0
15014,False,10,2,0,0
15015,False,9,1,0,0
15016,False,8,14,0,0
15017,False,7,13,0,0
15018,False,6,12,0,0
15019,False,5,11,0,0
15020,False,4,10,0,0
15021,False,3,9,0,0
15022,False,2,8,0,0
15023,False,1,7,0,0
15024,False,9,6,0,0
15025,False,8,5,0,0
15026,False,7,4,0,0
15027,False,6,3,0,0
15028,False,5,2,0,0
15029,False,4,1,0,0
15030,False,3,10,0,0
15031,False,2,9,0,0
15032,False,1,8,0,0
15033,False,15,7,0,0
15034,False,14,6,0,0
15035,False,13,5,0,0
15036,False,12,4,0,0
15037,False,11,3,0,0
15038,False,10,2,0,0
15039,False,9,1,0,0
15040,False,8,16,0,0
15041,False,7,15,0,0
15042,False,6,14,0,0
15043,False,5,13,0,0
15044,False,4,12,0,0
15045,False,3,11,0,0
15046,False,2,10,0,0
15047,False,1,9,0,0
15048,False,16,8,0,0
15049,False,15,7,0,0
15050,False,14,6,0,0
15051,False,13,5,0,0
15052,False,12,4,0,0
15053,False,11,3,0,0
15054,False,10,2,0,0
15055,False,9,1,0,0
15056,False,8,17,0,0
15057,False,7,16,0,0
15058,False,6,15,0,0
15059,False,5,14,0,0
15060,False,4,13,0,0
15061,False,3,12,0,0
15062,False,2,11,0,0
15063,False,1,10,0,0
15064,True,17,9,1,0
15065,True,16,8,1,0
15066,True,15,7,1,0
15067,True,14,6,1,0
15068,True,13,5,1,0
15069,True,12,4,1,0
15070,True,11,3,1,0
15071,True,10,2,1,0
15072,True,9,1,1,0
15073,True,8,16,1,1
15074,True,7,15,1,1
15075,True,6,14,1,1
15076,True,5,13,1,1
15077,True,4,12,1,1
15078,True,3,11,1,1
15079,True,2,10,1,1
15080,True,1,9,1,1
15081,True,15,8,0,1
15082,True,14,7,0,1
15083,True,13,6,0,1
15084,True,12,5,0,1
15085,True,11,4,0,1
15086,True,10,3,0,1
15087,True,9,2,0,1
15088,True,8,1,0,1
15089,False,7,13,0,0
15090,False,6,12,0,0
15091,False,5,11,0,0
15092,False,4,10,0,0
15093,False,3,9,0,0
15094,False,2,8,0,0
15095,False,1,7,0,0
15096,False,12,6,0,0
15097,False,11,5,0,0
15098,False,10,4,0,0
15099,False,9,3,0,0
15100,False,8,2,0,0
15101,False,7,1,0,0
15102,False,6,12,0,0
15103,False,5,11,0,0
15104,False,4,10,0,0
15105,False,3,9,0,0
15106,False,2,8,0,0
15107,False,1,7,0,0
15108,True,14,6,2,0
15109,True,13,5,2,0
15110,True,12,4,2,0
15111,True,11,3,2,0
15112,True,10,2,2,0
15113,True,9,1,2,0
15114,True,8,15,2,1
15115,True,7,14,2,1
15116,True,6,13,2,1
15117,True,5,12,2,1
15118,True,4,11,2,1
15119,True,3,10,2,1
15120,True,2,9,2,1
15121,True,1,8,2,1
15122,True,14,7,1,1
15123,True,13,6,1,1
15124,True,12,5,1,1
15125,True,11,4,1,1
15126,True,10,3,1,1
15127,True,9,2,1,1
15128,True,8,1,1,1
15129,True,7,15,1,0
15130,True,6,14,1,0
15131,True,5,13,1,0
15132,True,4,12,1,0
15133,True,3,11,1,0
15134,True,2,10,1,0
15135,True,1,9,1,0
15136,False,14,8,0,0
15137,False,13,7,0,0
15138,False,12,6,0,0
15139,False,11,5,0,0
15140,False,10,4,0,0
15141,False,9,3,0,0
15142,False,8,2,0,0
15143,False,7,1,0,0
15144,False,6,11,0,0
15145,False,5,10,0,0
15146,False,4,9,0,0
15147,False,3,8,0,0
15148,False,2,7,0,0
15149,False,1,6,0,0
15150,False,10,5,0,0
15151,False,9,4,0,0
15152,False,8,3,0,0
15153,False,7,2,0,0
15154,False,6,1,0,0
15155,False,5,12,0,0
15156,False,4,11,0,0
15157,False,3,10,0,0
15158,False,2,9,0,0
15159,False,1,8,0,0
15160,False,15,7,0,0
15161,False,14,6,0,0
15162,False,13,5,0,0
15163,False,12,4,0,0
15164,False,11,3,0,0
15165,False,10,2,0,0
15166,False,9,1,0,0
15167,False,8,14,0,0
15168,False,7,13,0,0
15169,False,6,12,0,0
15170,False,5,11,0,0
15171,False,4,10,0,0
15172,False,3,9,0,0
15173,False,2,8,0,0
15174,False,1,7,0,0
15175,False,12,6,0,0
15176,False,11,5,0,0
15177,False,10,4,0,0
15178,False,9,3,0,0
15179,False,8,2,0,0
15180,False,7,1,0,0
15181,False,6,12,0,0
15182,False,5,11,0,0
15183,False,4,10,0,0
15184,False,3,9,0,0
15185,False,2,8,0,0
15186,False,1,7,0,0
15187,False,12,6,0,0
15188,False,11,5,0,0
15189,False,10,4,0,0
15190,False,9,3,0,0
15191,False,8,2,0,0
15192,False,7,1,0,0
15193,False,6,12,0,0
15194,False,5,11,0,0
15195,False,4,10,0,0
15196,False,3,9,0,0
15197,False,2,8,0,0
15198,False,1,7,0,0
15199,False,13,6,0,0
15200,False,12,5,0,0
15201,False,11,4,0,0
15202,False,10,3,0,0
15203,False,9,2,0,0
15204,False,8,1,0,0
15205,False,7,14,0,0
15206,False,6,13,0,0
15207,False,5,12,0,0
15208,False,4,11,0,0
15209,False,3,10,0,0
15210,False,2,9,0,0
15211,False,1,8,0,0
15212,True,15,7,1,0
15213,True,14,6,1,0
15214,True,13,5,1,0
15215,True,12,4,1,0
15216,True,11,3,1,0
15217,True,10,2,1,0
15218,True,9,1,1,0
15219,True,8,16,1,1
15220,True,7,15,1,1
15221,True,6,14,1,1
15222,True,5,13,1,1
15223,True,4,12,1,1
15224,True,3,11,1,1
15225,True,2,10,1,1
15226,True,1,9,1,1
15227,True,16,8,0,1
15228,True,15,7,0,1
15229,True,14,6,0,1
15230,True,13,5,0,1
15231,True,12,4,0,1
15232,True,11,3,0,1
15233,True,10,2,0,1
15234,True,9,1,0,1
15235,False,8,15,0,0
15236,False,7,14,0,0
15237,False,6,13,0,0
15238,False,5,12,0,0
15239,False,4,11,0,0
15240,False,3,10,0,0
15241,False,2,9,0,0
15242,False,1,8,0,0
15243,False,14,7,0,0
15244,False,13,6,0,0
15245,False,12,5,0,0
15246,False,11,4,0,0
15247,False,10,3,0,0
15248,False,9,2,0,0
15249,False,8,1,0,0
15250,False,7,13,0,0
15251,False,6,12,0,0
15252,False,5,11,0,0
15253,False,4,10,0,0
15254,False,3,9,0,0
15255,False,2,8,0,0
15256,False,1,7,0,0
15257,False,13,6,0,0
15258,False,12,5,0,0
15259,False,11,4,0,0
15260,False,10,3,0,0
15261,False,9,2,0,0
15262,False,8,1,0,0
15263,False,7,14,0,0
15264,False,6,13,0,0
15265,False,5,12,0,0
15266,False,4,11,0,0
15267,False,3,10,0,0
15268,False,2,9,0,0
15269,False,1,8,0,0
15270,False,15,7,0,0
15271,False,14,6,0,0
15272,False,13,5,0,0
15273,False,12,4,0,0
15274,False,11,3,0,0
15275,False,10,2,0,0
15276,False,9,1,0,0
15277,False,8,16,0,0
15278,False,7,15,0,0
15279,False,6,14,0,0
15280,False,5,13,0,0
15281,False,4,12,0,0
15282,False,3,11,0,0
15283,False,2,10,0,0
15284,False,1,9,0,0
15285,False,16,8,0,0
15286,False,15,7,0,0
15287,False,14,6,0,0
15288,False,13,5,0,0
15289,False,12,4,0,0
15290,False,11,3,0,0
15291,False,10,2,0,0
15292,False,9,1,0,0
15293,False,8,16,0,0
15294,False,7,15,0,0
15295,False,6,14,0,0
15296,False,5,13,0,0
15297,False,4,12,0,0
15298,False,3,11,0,0
15299,False,2,10,0,0
15300,False,1,9,0,0
15301,False,23,8,0,0
15302,False,22,7,0,0
15303,False,21,6,0,0
15304,False,20,5,0,0
15305,False,19,4,0,0
15306,False,18,3,0,0
15307,False,17,2,0,0
15308,False,16,1,0,0
15309,False,15,23,0,0
15310,False,14,22,0,0
15311,False,13,21,0,0
15312,False,12,20,0,0
15313,False,11,19,0,0
15314,False,10,18,0,0
15315,False,9,17,0,0
15316,False,8,16,0,0
15317,False,7,15,0,0
15318,False,6,14,0,0
15319,False,5,13,0,0
15320,False,4,12,0,0
15321,False,3,11,0,0
15322,False,2,10,0,0
15323,False,1,9,0,0
15324,False,15,8,0,0
15325,False,14,7,0,0
15326,False,13,6,0,0
15327,False,12,5,0,0
15328,False,11,4,0,0
15329,False,10,3,0,0
15330,False,9,2,0,0
15331,False,8,1,0,0
15332,False,7,13,0,0
15333,False,6,12,0,0
15334,False,5,11,0,0
15335,False,4,10,0,0
15336,False,3,9,0,0
15337,False,2,8,0,0
15338,False,1,7,0,0
15339,False,12,6,0,0
15340,False,11,5,0,0
15341,False,10,4,0,0
15342,False,9,3,0,0
15343,False,8,2,0,0
15344,False,7,1,0,0
15345,False,6,13,0,0
15346,False,5,12,0,0
15347,False,4,11,0,0
15348,False,3,10,0,0
15349,False,2,9,0,0
15350,False,1,8,0,0
15351,False,15,7,0,0
15352,False,14,6,0,0
15353,False,13,5,0,0
15354,False,12,4,0,0
15355,False,11,3,0,0
15356,False,10,2,0,0
15357,False,9,1,0,0
15358,False,8,15,0,0
15359,False,7,14,0,0
15360,False,6,13,0,0
15361,False,5,12,0,0
15362,False,4,11,0,0
15363,False,3,10,0,0
15364,False,2,9,0,0
15365,False,1,8,0,0
15366,False,15,7,0,0
15367,False,14,6,0,0
15368,False,13,5,0,0
15369,False,12,4,0,0
15370,False,11,3,0,0
15371,False,10,2,0,0
15372,False,9,1,0,0
15373,False,8,18,0,0
15374,False,7,17,0,0
15375,False,6,16,0,0
15376,False,5,15,0,0
15377,False,4,14,0,0
15378,False,3,13,0,0
15379,False,2,12,0,0
15380,False,1,11,0,0
15381,False,21,10,0,0
15382,False,20,9,0,0
15383,False,19,8,0,0
15384,False,18,7,0,0
15385,False,17,6,0,0
15386,False,16,5,0,0
15387,False,15,4,0,0
15388,False,14,3,0,0
15389,False,13,2,0,0
15390,False,12,1,0,0
15391,False,11,19,0,0
15392,False,10,18,0,0
15393,False,9,17,0,0
15394,False,8,16,0,0
15395,False,7,15,0,0
15396,False,6,14,0,0
15397,False,5,13,0,0
15398,False,4,12,0,0
15399,False,3,11,0,0
15400,False,2,10,0,0
15401,False,1,9,0,0
15402,True,16,8,1,0
15403,True,15,7,1,0
15404,True,14,6,1,0
15405,True,13,5,1,0
15406,True,12,4,1,0
15407,True,11,3,1,0
15408,True,10,2,1,0
15409,True,9,1,1,0
15410,True,8,17,1,0
15411,True,7,16,1,0
15412,True,6,15,1,0
15413,True,5,14,1,0
15414,True,4,13,1,0
15415,True,3,12,1,0
15416,True,2,11,1,0
15417,True,1,10,1,0
15418,False,17,9,0,0
15419,False,16,8,0,0
15420,False,15,7,0,0
15421,False,14,6,0,0
15422,False,13,5,0,0
15423,False,12,4,0,0
15424,False,11,3,0,0
15425,False,10,2,0,0
15426,False,9,1,0,0
15427,False,8,17,0,0
15428,False,7,16,0,0
15429,False,6,15,0,0
15430,False,5,14,0,0
15431,False,4,13,0,0
15432,False,3,12,0,0
15433,False,2,11,0,0
15434,False,1,10,0,0
15435,False,18,9,0,0
15436,False,17,8,0,0
15437,False,16,7,0,0
15438,False,15,6,0,0
15439,False,14,5,0,0
15440,False,13,4,0,0
15441,False,12,3,0,0
15442,False,11,2,0,0
15443,False,10,1,0,0
15444,False,9,17,0,0
15445,False,8,16,0,0
15446,False,7,15,0,0
15447,False,6,14,0,0
15448,False,5,13,0,0
15449,False,4,12,0,0
15450,False,3,11,0,0
15451,False,2,10,0,0
15452,False,1,9,0,0
15453,False,22,8,0,0
15454,False,21,7,0,0
15455,False,20,6,0,0
15456,False,19,5,0,0
15457,False,18,4,0,0
15458,False,17,3,0,0
15459,False,16,2,0,0
15460,False,15,1,0,0
15461,False,14,21,0,0
15462,False,13,20,0,0
15463,False,12,19,0,0
15464,False,11,18,0,0
15465,False,10,17,0,0
15466,False,9,16,0,0
15467,False,8,15,0,0
15468,False,7,14,0,0
15469,False,6,13,0,0
15470,False,5,12,0,0
15471,False,4,11,0,0
15472,False,3,10,0,0
15473,False,2,9,0,0
15474,False,1,8,0,0
15475,False,13,7,0,0
15476,False,12,6,0,0
15477,False,11,5,0,0
15478,False,10,4,0,0
15479,False,9,3,0,0
15480,False,8,2,0,0
15481,False,7,1,0,0
15482,False,6,13,0,0
15483,False,5,12,0,0
15484,False,4,11,0,0
15485,False,3,10,0,0
15486,False,2,9,0,0
15487,False,1,8,0,0
15488,False,14,7,0,0
15489,False,13,6,0,0
15490,False,12,5,0,0
15491,False,11,4,0,0
15492,False,10,3,0,0
15493,False,9,2,0,0
15494,False,8,1,0,0
15495,False,7,15,0,0
15496,False,6,14,0,0
15497,False,5,13,0,0
15498,False,4,12,0,0
15499,False,3,11,0,0
15500,False,2,10,0,0
15501,False,1,9,0,0
15502,False,15,8,0,0
15503,False,14,7,0,0
15504,False,13,6,0,0
15505,False,12,5,0,0
15506,False,11,4,0,0
15507,False,10,3,0,0
15508,False,9,2,0,0
15509,False,8,1,0,0
15510,False,7,15,0,0
15511,False,6,14,0,0
15512,False,5,13,0,0
15513,False,4,12,0,0
15514,False,3,11,0,0
15515,False,2,10,0,0
15516,False,1,9,0,0
15517,False,15,8,0,0
15518,False,14,7,0,0
15519,False,13,6,0,0
15520,False,12,5,0,0
15521,False,11,4,0,0
15522,False,10,3,0,0
15523,False,9,2,0,0
15524,False,8,1,0,0
15525,False,7,14,0,0
15526,False,6,13,0,0
15527,False,5,12,0,0
15528,False,4,11,0,0
15529,False,3,10,0,0
15530,False,2,9,0,0
15531,False,1,8,0,0
15532,False,14,7,0,0
15533,False,13,6,0,0
15534,False,12,5,0,0
15535,False,11,4,0,0
15536,False,10,3,0,0
15537,False,9,2,0,0
15538,False,8,1,0,0
15539,False,7,15,0,0
15540,False,6,14,0,0
15541,False,5,13,0,0
15542,False,4,12,0,0
15543,False,3,11,0,0
15544,False,2,10,0,0
15545,False,1,9,0,0
15546,True,15,8,1,0
15547,True,14,7,1,0
15548,True,13,6,1,0
15549,True,12,5,1,0
15550,True,11,4,1,0
15551,True,10,3,1,0
15552,True,9,2,1,0
15553,True,8,1,1,0
15554,True,7,15,1,1
15555,True,6,14,1,1
15556,True,5,13,1,1
15557,True,4,12,1,1
15558,True,3,11,1,1
15559,True,2,10,1,1
15560,True,1,9,1,1
15561,True,16,8,0,1
15562,True,15,7,0,1
15563,True,14,6,0,1
15564,True,13,5,0,1
15565,True,12,4,0,1
15566,True,11,3,0,1
15567,True,10,2,0,1
15568,True,9,1,0,1
15569,False,8,15,0,0
15570,False,7,14,0,0
15571,False,6,13,0,0
15572,False,5,12,0,0
15573,False,4,11,0,0
15574,False,3,10,0,0
15575,False,2,9,0,0
15576,False,1,8,0,0
15577,False,14,7,0,0
15578,False,13,6,0,0
15579,False,12,5,0,0
15580,False,11,4,0,0
15581,False,10,3,0,0
15582,False,9,2,0,0
15583,False,8,1,0,0
15584,False,7,13,0,0
15585,False,6,12,0,0
15586,False,5,11,0,0
15587,False,4,10,0,0
15588,False,3,9,0,0
15589,False,2,8,0,0
15590,False,1,7,0,0
15591,False,13,6,0,0
15592,False,12,5,0,0
15593,False,11,4,0,0
15594,False,10,3,0,0
15595,False,9,2,0,0
15596,False,8,1,0,0
15597,False,7,15,0,0
15598,False,6,14,0,0
15599,False,5,13,0,0
15600,False,4,12,0,0
15601,False,3,11,0,0
15602,False,2,10,0,0
15603,False,1,9,0,0
15604,False,16,8,0,0
15605,False,15,7,0,0
15606,False,14,6,0,0
15607,False,13,5,0,0
15608,False,12,4,0,0
15609,False,11,3,0,0
15610,False,10,2,0,0
15611,False,9,1,0,0
15612,True,8,16,0,1
15613,True,7,15,0,1
15614,True,6,14,0,1
15615,True,5,13,0,1
15616,True,4,12,0,1
15617,True,3,11,0,1
15618,True,2,10,0,1
15619,True,1,9,0,1
15620,True,16,8,0,1
15621,True,15,7,0,1
15622,True,14,6,0,1
15623,True,13,5,0,1
15624,True,12,4,0,1
15625,True,11,3,0,1
15626,True,10,2,0,1
15627,True,9,1,0,1
15628,False,8,15,0,0
15629,False,7,14,0,0
15630,False,6,13,0,0
15631,False,5,12,0,0
15632,False,4,11,0,0
15633,False,3,10,0,0
15634,False,2,9,0,0
15635,False,1,8,0,0
15636,False,14,7,0,0
15637,False,13,6,0,0
15638,False,12,5,0,0
15639,False,11,4,0,0
15640,False,10,3,0,0
15641,False,9,2,0,0
15642,False,8,1,0,0
15643,False,7,11,0,0
15644,False,6,10,0,0
15645,False,5,9,0,0
15646,False,4,8,0,0
15647,False,3,7,0,0
15648,False,2,6,0,0
15649,False,1,5,0,0
15650,False,10,4,0,0
15651,False,9,3,0,0
15652,False,8,2,0,0
15653,False,7,1,0,0
15654,False,6,13,0,0
15655,False,5,12,0,0
15656,False,4,11,0,0
15657,False,3,10,0,0
15658,False,2,9,0,0
15659,False,1,8,0,0
15660,False,14,7,0,0
15661,False,13,6,0,0
15662,False,12,5,0,0
15663,False,11,4,0,0
15664,False,10,3,0,0
15665,False,9,2,0,0
15666,False,8,1,0,0
15667,False,7,14,0,0
15668,False,6,13,0,0
15669,False,5,12,0,0
15670,False,4,11,0,0
15671,False,3,10,0,0
15672,False,2,9,0,0
15673,False,1,8,0,0
15674,False,15,7,0,0
15675,False,14,6,0,0
15676,False,13,5,0,0
15677,False,12,4,0,0
15678,False,11,3,0,0
15679,False,10,2,0,0
15680,False,9,1,0,0
15681,False,8,17,0,0
15682,False,7,16,0,0
15683,False,6,15,0,0
15684,False,5,14,0,0
15685,False,4,13,0,0
15686,False,3,12,0,0
15687,False,2,11,0,0
15688,False,1,10,0,0
15689,False,18,9,0,0
15690,False,17,8,0,0
15691,False,16,7,0,0
15692,False,15,6,0,0
15693,False,14,5,0,0
15694,False,13,4,0,0
15695,False,12,3,0,0
15696,False,11,2,0,0
15697,False,10,1,0,0
15698,False,9,17,0,0
15699,False,8,16,0,0
15700,False,7,15,0,0
15701,False,6,14,0,0
15702,False,5,13,0,0
15703,False,4,12,0,0
15704,False,3,11,0,0
15705,False,2,10,0,0
15706,False,1,9,0,0
15707,False,16,8,0,0
15708,False,15,7,0,0
15709,False,14,6,0,0
15710,False,13,5,0,0
15711,False,12,4,0,0
15712,False,11,3,0,0
15713,False,10,2,0,0
15714,False,9,1,0,0
15715,False,8,16,0,0
15716,False,7,15,0,0
15717,False,6,14,0,0
15718,False,5,13,0,0
15719,False,4,12,0,0
15720,False,3,11,0,0
15721,False,2,10,0,0
15722,False,1,9,0,0
15723,False,16,8,0,0
15724,False,15,7,0,0
15725,False,14,6,0,0
15726,False,13,5,0,0
15727,False,12,4,0,0
15728,False,11,3,0,0
15729,False,10,2,0,0
15730,False,9,1,0,0
15731,False,8,16,0,0
15732,False,7,15,0,0
15733,False,6,14,0,0
15734,False,5,13,0,0
15735,False,4,12,0,0
15736,False,3,11,0,0
15737,False,2,10,0,0
15738,False,1,9,0,0
15739,False,16,8,0,0
15740,False,15,7,0,0
15741,False,14,6,0,0
15742,False,13,5,0,0
15743,False,12,4,0,0
15744,False,11,3,0,0
15745,False,10,2,0,0
15746,False,9,1,0,0
15747,False,8,15,0,0
15748,False,7,14,0,0
15749,False,6,13,0,0
15750,False,5,12,0,0
15751,False,4,11,0,0
15752,False,3,10,0,0
15753,False,2,9,0,0
15754,False,1,8,0,0
15755,False,15,7,0,0
15756,False,14,6,0,0
15757,False,13,5,0,0
15758,False,12,4,0,0
15759,False,11,3,0,0
15760,False,10,2,0,0
15761,False,9,1,0,0
15762,False,8,23,0,0
15763,False,7,22,0,0
15764,False,6,21,0,0
15765,False,5,20,0,0
15766,False,4,19,0,0
15767,False,3,18,0,0
15768,False,2,17,0,0
15769,False,1,16,0,0
15770,False,23,15,0,0
15771,False,22,14,0,0
15772,False,21,13,0,0
15773,False,20,12,0,0
15774,False,19,11,0,0
15775,False,18,10,0,0
15776,False,17,9,0,0
15777,False,16,8,0,0
15778,False,15,7,0,0
15779,False,14,6,0,0
15780,False,13,5,0,0
15781,False,12,4,0,0
15782,False,11,3,0,0
15783,False,10,2,0,0
15784,False,9,1,0,0
15785,False,8,16,0,0
15786,False,7,15,0,0
15787,False,6,14,0,0
15788,False,5,13,0,0
15789,False,4,12,0,0
15790,False,3,11,0,0
15791,False,2,10,0,0
15792,False,1,9,0,0
15793,False,19,8,0,0
15794,False,18,7,0,0
15795,False,17,6,0,0
15796,False,16,5,0,0
15797,False,15,4,0,0
15798,False,14,3,0,0
15799,False,13,2,0,0
15800,False,12,1,0,0
15801,False,11,21,0,0
15802,False,10,20,0,0
15803,False,9,19,0,0
15804,False,8,18,0,0
15805,False,7,17,0,0
15806,False,6,16,0,0
15807,False,5,15,0,0
15808,False,4,14,0,0
15809,False,3,13,0,0
15810,False,2,12,0,0
15811,False,1,11,0,0
15812,False,18,10,0,0
15813,False,17,9,0,0
15814,False,16,8,0,0
15815,False,15,7,0,0
15816,False,14,6,0,0
15817,False,13,5,0,0
15818,False,12,4,0,0
15819,False,11,3,0,0
15820,False,10,2,0,0
15821,False,9,1,0,0
15822,False,8,17,0,0
15823,False,7,16,0,0
15824,False,6,15,0,0
15825,False,5,14,0,0
15826,False,4,13,0,0
15827,False,3,12,0,0
15828,False,2,11,0,0
15829,False,1,10,0,0
15830,False,17,9,0,0
15831,False,16,8,0,0
15832,False,15,7,0,0
15833,False,14,6,0,0
15834,False,13,5,0,0
15835,False,12,4,0,0
15836,False,11,3,0,0
15837,False,10,2,0,0
15838,False,9,1,0,0
15839,True,8,16,0,2
15840,True,7,15,0,2
15841,True,6,14,0,2
15842,True,5,13,0,2
15843,True,4,12,0,2
15844,True,3,11,0,2
15845,True,2,10,0,2
15846,True,1,9,0,2
15847,True,16,8,1,2
15848,True,15,7,1,2
15849,True,14,6,1,2
15850,True,13,5,1,2
15851,True,12,4,1,2
15852,True,11,3,1,2
15853,True,10,2,1,2
15854,True,9,1,1,2
15855,True,8,15,1,1
15856,True,7,14,1,1
15857,True,6,13,1,1
15858,True,5,12,1,1
15859,True,4,11,1,1
15860,True,3,10,1,1
15861,True,2,9,1,1
15862,True,1,8,1,1
15863,True,15,7,0,1
15864,True,14,6,0,1
15865,True,13,5,0,1
15866,True,12,4,0,1
15867,True,11,3,0,1
15868,True,10,2,0,1
15869,True,9,1,0,1
15870,False,8,17,0,0
15871,False,7,16,0,0
15872,False,6,15,0,0
15873,False,5,14,0,0
15874,False,4,13,0,0
15875,False,3,12,0,0
15876,False,2,11,0,0
15877,False,1,10,0,0
15878,False,23,9,0,0
15879,False,22,8,0,0
15880,False,21,7,0,0
15881,False,20,6,0,0
15882,False,19,5,0,0
15883,False,18,4,0,0
15884,False,17,3,0,0
15885,False,16,2,0,0
15886,False,15,1,0,0
15887,False,14,22,0,0
15888,False,13,21,0,0
15889,False,12,20,0,0
15890,False,11,19,0,0
15891,False,10,18,0,0
15892,False,9,17,0,0
15893,False,8,16,0,0
15894,False,7,15,0,0
15895,False,6,14,0,0
15896,False,5,13,0,0
15897,False,4,12,0,0
15898,False,3,11,0,0
15899,False,2,10,0,0
15900,False,1,9,0,0
15901,False,16,8,0,0
15902,False,15,7,0,0
15903,False,14,6,0,0
15904,False,13,5,0,0
15905,False,12,4,0,0
15906,False,11,3,0,0
15907,False,10,2,0,0
15908,False,9,1,0,0
15909,False,8,17,0,0
15910,False,7,16,0,0
15911,False,6,15,0,0
15912,False,5,14,0,0
15913,False,4,13,0,0
15914,False,3,12,0,0
15915,False,2,11,0,0
15916,False,1,10,0,0
15917,False,19,9,0,0
15918,False,18,8,0,0
15919,False,17,7,0,0
15920,False,16,6,0,0
15921,False,15,5,0,0
15922,False,14,4,0,0
15923,False,13,3,0,0
15924,False,12,2,0,0
15925,False,11,1,0,0
15926,False,10,19,0,0
15927,False,9,18,0,0
15928,False,8,17,0,0
15929,False,7,16,0,0
15930,False,6,15,0,0
15931,False,5,14,0,0
15932,False,4,13,0,0
15933,False,3,12,0,0
15934,False,2,11,0,0
15935,False,1,10,0,0
15936,False,17,9,0,0
15937,False,16,8,0,0
15938,False,15,7,0,0
15939,False,14,6,0,0
15940,False,13,5,0,0
15941,False,12,4,0,0
15942,False,11,3,0,0
15943,False,10,2,0,0
15944,False,9,1,0,0
15945,False,8,15,0,0
15946,False,7,14,0,0
15947,False,6,13,0,0
15948,False,5,12,0,0
15949,False,4,11,0,0
15950,False,3,10,0,0
15951,False,2,9,0,0
15952,False,1,8,0,0
15953,False,14,7,0,0
15954,False,13,6,0,0
15955,False,12,5,0,0
15956,False,11,4,0,0
15957,False,10,3,0,0
15958,False,9,2,0,0
15959,False,8,1,0,0
15960,False,7,15,0,0
15961,False,6,14,0,0
15962,False,5,13,0,0
15963,False,4,12,0,0
15964,False,3,11,0,0
15965,False,2,10,0,0
15966,False,1,9,0,0
15967,False,16,8,0,0
15968,False,15,7,0,0
15969,False,14,6,0,0
15970,False,13,5,0,0
15971,False,12,4,0,0
15972,False,11,3,0,0
15973,False,10,2,0,0
15974,False,9,1,0,0
15975,False,8,15,0,0
15976,False,7,14,0,0
15977,False,6,13,0,0
15978,False,5,12,0,0
15979,False,4,11,0,0
15980,False,3,10,0,0
15981,False,2,9,0,0
15982,False,1,8,0,0
15983,False,14,7,0,0
15984,False,13,6,0,0
15985,False,12,5,0,0
15986,False,11,4,0,0
15987,False,10,3,0,0
15988,False,9,2,0,0
15989,False,8,1,0,0
15990,False,7,15,0,0
15991,False,6,14,0,0
15992,False,5,13,0,0
15993,False,4,12,0,0
15994,False,3,11,0,0
15995,False,2,10,0,0
15996,False,1,9,0,0
15997,False,16,8,0,0
15998,False,15,7,0,0
15999,False,14,6,0,0
16000,False,13,5,0,0
16001,False,12,4,0,0
16002,False,11,3,0,0
16003,False,10,2,0,0
16004,False,9,1,0,0
16005,False,8,16,0,0
16006,False,7,15,0,0
16007,False,6,14,0,0
16008,False,5,13,0,0
16009,False,4,12,0,0
16010,False,3,11,0,0
16011,False,2,10,0,0
16012,False,1,9,0,0
16013,True,16,8,1,0
16014,True,15,7,1,0
16015,True,14,6,1,0
16016,True,13,5,1,0
16017,True,12,4,1,0
16018,True,11,3,1,0
16019,True,10,2,1,0
16020,True,9,1,1,0
